epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,202736,1.16073,1.20083,1.38336,0.70139,0.54967,0.65859,0.43988,1.2223,1.13035,1.38478,0.005578,0.005578,0.005578
136,204237,1.15397,1.19389,1.37123,0.74493,0.53642,0.65852,0.43684,1.21775,1.13134,1.37567,0.005545,0.005545,0.005545
137,205739,1.15746,1.19575,1.37354,0.74547,0.5298,0.65896,0.43908,1.22327,1.12578,1.37913,0.005512,0.005512,0.005512
138,207240,1.14891,1.1721,1.36838,0.77686,0.53028,0.65944,0.44306,1.2258,1.13068,1.37639,0.005479,0.005479,0.005479
139,208743,1.14872,1.18802,1.36686,0.78104,0.5315,0.65958,0.44162,1.2185,1.12732,1.36692,0.005446,0.005446,0.005446
140,210243,1.15049,1.17318,1.37033,0.79175,0.52318,0.65797,0.4362,1.2154,1.1276,1.36519,0.005413,0.005413,0.005413
141,211744,1.14849,1.18616,1.36791,0.76859,0.51987,0.65332,0.43534,1.21365,1.12907,1.36367,0.00538,0.00538,0.00538
142,213246,1.1474,1.18063,1.36881,0.7691,0.51656,0.66061,0.44115,1.21219,1.12993,1.35998,0.005347,0.005347,0.005347
143,214747,1.13461,1.16953,1.36956,0.77802,0.52227,0.65633,0.44104,1.21082,1.13383,1.35701,0.005314,0.005314,0.005314
144,216249,1.13805,1.16808,1.3617,0.75768,0.52318,0.65384,0.44229,1.21019,1.138,1.35828,0.005281,0.005281,0.005281
145,217750,1.14426,1.16804,1.36363,0.75281,0.5298,0.65634,0.44435,1.20299,1.14001,1.35214,0.005248,0.005248,0.005248
146,219252,1.13516,1.16581,1.36054,0.76841,0.51987,0.65251,0.44286,1.20743,1.13947,1.35242,0.005215,0.005215,0.005215
147,220756,1.12915,1.16045,1.36115,0.77438,0.51987,0.65717,0.44146,1.20654,1.13739,1.35249,0.005182,0.005182,0.005182
148,222258,1.13787,1.17347,1.36312,0.72472,0.54048,0.66142,0.44259,1.20592,1.13771,1.35208,0.005149,0.005149,0.005149
149,223759,1.14613,1.16934,1.36728,0.73343,0.54305,0.66115,0.44489,1.20451,1.13983,1.35672,0.005116,0.005116,0.005116
150,225260,1.13749,1.16203,1.36068,0.79841,0.51145,0.6603,0.44533,1.20648,1.14336,1.35794,0.005083,0.005083,0.005083
151,226763,1.12967,1.16185,1.35422,0.80213,0.51008,0.66129,0.444,1.20639,1.13822,1.36279,0.00505,0.00505,0.00505
152,228263,1.12856,1.1536,1.35521,0.79778,0.51325,0.66177,0.44738,1.19271,1.13415,1.35443,0.005017,0.005017,0.005017
153,229763,1.13111,1.15712,1.35479,0.79456,0.50331,0.66271,0.44807,1.19568,1.13177,1.36102,0.004984,0.004984,0.004984
154,231264,1.13023,1.15809,1.35334,0.81956,0.50662,0.66449,0.44846,1.19725,1.12931,1.36372,0.004951,0.004951,0.004951
155,232766,1.13086,1.14638,1.35415,0.81289,0.50662,0.66387,0.44932,1.19356,1.12678,1.3583,0.004918,0.004918,0.004918
156,234267,1.13128,1.15168,1.35452,0.81177,0.50331,0.66266,0.45117,1.18764,1.11869,1.35258,0.004885,0.004885,0.004885
157,235768,1.13402,1.15013,1.35439,0.80082,0.50662,0.66581,0.44962,1.1843,1.11778,1.35301,0.004852,0.004852,0.004852
158,237269,1.11667,1.13609,1.34053,0.73236,0.53974,0.66734,0.45117,1.18693,1.11609,1.35521,0.004819,0.004819,0.004819
159,238771,1.11774,1.13678,1.34623,0.70991,0.55104,0.65963,0.44764,1.19023,1.11662,1.35893,0.004786,0.004786,0.004786
160,240272,1.12294,1.13833,1.34405,0.73044,0.53642,0.6584,0.44704,1.1936,1.11879,1.36301,0.004753,0.004753,0.004753
161,241774,1.12171,1.14743,1.35003,0.75505,0.53642,0.65956,0.44639,1.19016,1.11462,1.36256,0.00472,0.00472,0.00472
162,243275,1.11354,1.14329,1.34481,0.75384,0.52731,0.65916,0.44525,1.19042,1.11225,1.36087,0.004687,0.004687,0.004687
163,244776,1.12813,1.14888,1.34742,0.75514,0.52649,0.65971,0.44616,1.19024,1.11033,1.36288,0.004654,0.004654,0.004654
164,246277,1.10736,1.13606,1.34097,0.75452,0.52925,0.65894,0.44569,1.19153,1.11238,1.36329,0.004621,0.004621,0.004621
165,247779,1.11263,1.13013,1.33868,0.74479,0.53148,0.65767,0.4461,1.19355,1.11344,1.36557,0.004588,0.004588,0.004588
166,249280,1.106,1.13238,1.33375,0.73195,0.5298,0.6554,0.44495,1.19746,1.11453,1.36904,0.004555,0.004555,0.004555
167,250785,1.11488,1.12864,1.33772,0.72251,0.53974,0.65806,0.44733,1.19875,1.11908,1.36978,0.004522,0.004522,0.004522
168,252286,1.112,1.1302,1.34276,0.74902,0.52649,0.65669,0.44542,1.19971,1.11967,1.37035,0.004489,0.004489,0.004489
169,253786,1.11003,1.13465,1.33728,0.75526,0.52318,0.65604,0.44622,1.19989,1.11871,1.37122,0.004456,0.004456,0.004456
170,255289,1.11476,1.13149,1.33853,0.74979,0.52318,0.65698,0.44585,1.20081,1.12041,1.37175,0.004423,0.004423,0.004423
171,256794,1.10852,1.1238,1.33675,0.74886,0.5298,0.65969,0.4465,1.20297,1.12096,1.37617,0.00439,0.00439,0.00439
172,258295,1.10659,1.12381,1.33647,0.74863,0.53253,0.66238,0.44626,1.20538,1.12298,1.37775,0.004357,0.004357,0.004357
173,259796,1.10853,1.11932,1.34048,0.74461,0.5298,0.66047,0.44535,1.20925,1.12269,1.37906,0.004324,0.004324,0.004324
174,261296,1.1126,1.12597,1.33712,0.74458,0.53092,0.66113,0.44512,1.21123,1.12359,1.37942,0.004291,0.004291,0.004291
175,262798,1.11053,1.12063,1.34055,0.74307,0.52671,0.65846,0.44503,1.21184,1.12522,1.37927,0.004258,0.004258,0.004258
176,264301,1.10541,1.11867,1.33412,0.74793,0.53311,0.65831,0.44444,1.21307,1.12459,1.37982,0.004225,0.004225,0.004225
177,265801,1.10448,1.10687,1.33615,0.74992,0.53311,0.66057,0.44431,1.21662,1.12837,1.38167,0.004192,0.004192,0.004192
178,267302,1.09331,1.11122,1.32929,0.7521,0.53245,0.66138,0.44607,1.21858,1.12911,1.38318,0.004159,0.004159,0.004159
179,268802,1.10111,1.10763,1.33126,0.75156,0.53091,0.66092,0.44456,1.21896,1.12959,1.38405,0.004126,0.004126,0.004126
180,270303,1.09814,1.10991,1.33184,0.64239,0.59934,0.66045,0.44321,1.21881,1.12933,1.3845,0.004093,0.004093,0.004093
181,271802,1.09974,1.1133,1.33194,0.64168,0.60265,0.66356,0.44458,1.21735,1.12871,1.38291,0.00406,0.00406,0.00406
182,273303,1.08632,1.09854,1.32595,0.64592,0.60265,0.66353,0.44557,1.21743,1.12861,1.3835,0.004027,0.004027,0.004027
183,274803,1.09692,1.11934,1.3306,0.6426,0.60265,0.66281,0.44405,1.21817,1.12926,1.38543,0.003994,0.003994,0.003994
184,276304,1.09388,1.11656,1.33524,0.64084,0.60265,0.66267,0.44451,1.21734,1.12812,1.38662,0.003961,0.003961,0.003961
185,277804,1.08849,1.09791,1.32329,0.64016,0.60265,0.66391,0.44476,1.2186,1.12874,1.38899,0.003928,0.003928,0.003928
186,279304,1.09402,1.11625,1.32366,0.64102,0.60265,0.66248,0.44294,1.21986,1.12918,1.39157,0.003895,0.003895,0.003895
187,280805,1.09863,1.10527,1.33023,0.64328,0.6031,0.66155,0.44173,1.22067,1.13035,1.39259,0.003862,0.003862,0.003862
188,282306,1.0794,1.08888,1.31909,0.6446,0.59934,0.66324,0.44159,1.21967,1.13236,1.39293,0.003829,0.003829,0.003829
