epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,79610.3,0.99092,0.68438,1.13048,0.66747,0.75457,0.75679,0.46177,1.449,1.10243,1.47708,0.0007724,0.0007724,0.0007724
126,80249.2,1.00309,0.68559,1.13188,0.67546,0.73637,0.75095,0.45995,1.44789,1.0956,1.46919,0.0007625,0.0007625,0.0007625
127,80886.7,0.98835,0.68279,1.13529,0.74004,0.68545,0.75636,0.46234,1.45551,1.10904,1.47147,0.0007526,0.0007526,0.0007526
128,81522.9,0.98036,0.67491,1.12652,0.75976,0.69287,0.76755,0.45509,1.47012,1.07133,1.48222,0.0007427,0.0007427,0.0007427
129,82154.8,0.98388,0.67337,1.12355,0.782,0.67322,0.76258,0.46139,1.44265,1.04319,1.46911,0.0007328,0.0007328,0.0007328
130,82787.2,0.97097,0.66753,1.1232,0.814,0.66585,0.77009,0.46369,1.45696,1.05726,1.47894,0.0007229,0.0007229,0.0007229
131,83428.2,0.98504,0.66626,1.12465,0.78391,0.6855,0.76752,0.462,1.46082,1.07314,1.49605,0.000713,0.000713,0.000713
132,84061.2,0.98718,0.66974,1.12683,0.79439,0.66449,0.77019,0.46704,1.43431,1.05875,1.44473,0.0007031,0.0007031,0.0007031
133,84700.4,0.98194,0.67221,1.12572,0.75437,0.69287,0.76608,0.46299,1.44562,1.05208,1.46341,0.0006932,0.0006932,0.0006932
134,85337.8,0.96944,0.66768,1.11957,0.72912,0.71253,0.76317,0.46534,1.43465,1.05193,1.46337,0.0006833,0.0006833,0.0006833
135,85972.7,0.97769,0.66829,1.11908,0.75335,0.71499,0.77525,0.46719,1.44057,1.0626,1.46131,0.0006734,0.0006734,0.0006734
136,86605.3,0.96996,0.65831,1.11166,0.75042,0.71744,0.77348,0.46678,1.43905,1.05228,1.46593,0.0006635,0.0006635,0.0006635
137,87238.1,0.96748,0.65294,1.11466,0.71593,0.7245,0.76272,0.46177,1.44398,1.06391,1.47192,0.0006536,0.0006536,0.0006536
138,87874.6,0.97256,0.66342,1.12026,0.77765,0.68745,0.76905,0.46209,1.43953,1.07995,1.47142,0.0006437,0.0006437,0.0006437
139,88512.4,0.97346,0.66308,1.1236,0.76685,0.67075,0.76294,0.45807,1.44322,1.09451,1.47156,0.0006338,0.0006338,0.0006338
140,89147.7,0.96331,0.65983,1.11642,0.78855,0.66888,0.76055,0.45977,1.43757,1.04853,1.47343,0.0006239,0.0006239,0.0006239
141,89787.1,0.9672,0.66408,1.11834,0.76432,0.66934,0.76001,0.45606,1.44578,1.085,1.46986,0.000614,0.000614,0.000614
142,90423.9,0.95564,0.65348,1.11209,0.80439,0.63882,0.75268,0.45875,1.43789,1.10154,1.47346,0.0006041,0.0006041,0.0006041
143,91056.4,0.95533,0.65034,1.11242,0.752,0.68541,0.75507,0.4561,1.44712,1.08178,1.48348,0.0005942,0.0005942,0.0005942
